scene_id,sp_id,spatial_config,ttc_risk,spatial_agree,ttc_agree
Scene_scene_0103_006,SP_scene_0103_006_17ea12721b5c,LeftFollowing,,,
Scene_scene_0103_006,SP_scene_0103_006_18a4bda692ac,LeftFollowing,,,
Scene_scene_0103_006,SP_scene_0103_006_86cbf5b990c0,RightPreceding,High,,
Scene_scene_0103_006,SP_scene_0103_006_d5409ca89732,RightPreceding,High,,
Scene_scene_0103_006,SP_scene_0103_006_4ef0a96dea45,LeftPreceding,,,
Scene_scene_0103_006,SP_scene_0103_006_7a2f347866fa,RightPreceding,Low,,
Scene_scene_0103_006,SP_scene_0103_006_fa3a077571b5,RightFollowing,,,
Scene_scene_0103_006,SP_scene_0103_006_a57d75976446,LeftPreceding,Medium,,
Scene_scene_0103_006,SP_scene_0103_006_a9d2e4e4f827,LeftFollowing,,,
Scene_scene_0103_006,SP_scene_0103_006_bf592f9b1456,LeftPreceding,Medium,,
Scene_scene_0103_006,SP_scene_0103_006_b445e2a0e245,LeftPreceding,Low,,
Scene_scene_0103_006,SP_scene_0103_006_ad562bb7e9b2,RightPreceding,High,,
Scene_scene_0103_006,SP_scene_0103_006_3047227016a2,Following,,,
Scene_scene_0103_006,SP_scene_0103_006_87c10c7c83b6,LeftPreceding,Medium,,
Scene_scene_0103_006,SP_scene_0103_006_7a2bd3544506,RightPreceding,High,,
Scene_scene_0103_006,SP_scene_0103_006_c27074ec6aa9,LeftPreceding,Medium,,
Scene_scene_0103_006,SP_scene_0103_006_51bf1bf5c8bb,LeftPreceding,Medium,,
Scene_scene_0103_006,SP_scene_0103_006_874e6b33ccf6,LeftPreceding,High,,
Scene_scene_0103_006,SP_scene_0103_006_c375527f0aba,Preceding,High,,
Scene_scene_0103_006,SP_scene_0103_006_38f699d453bd,LeftPreceding,Low,,
Scene_scene_0103_006,SP_scene_0103_006_4b554b006fb2,LeftPreceding,Medium,,
Scene_scene_0103_006,SP_scene_0103_006_fd09bdead8ba,LeftPreceding,,,
Scene_scene_0103_006,SP_scene_0103_006_9a0eb8529a08,LeftPreceding,Medium,,
Scene_scene_0103_006,SP_scene_0103_006_1038d4e5898c,RightPreceding,High,,
Scene_scene_0103_006,SP_scene_0103_006_06f87e2ac544,RightPreceding,High,,
Scene_scene_0103_006,SP_scene_0103_006_d4942571c6fb,,Low,,
Scene_scene_0103_006,SP_scene_0103_006_f24ee0f1645f,,Low,,
Scene_scene_0103_006,SP_scene_0103_006_6198e3b2103f,RightFollowing,,,
Scene_scene_0103_006,SP_scene_0103_006_ab55c3f5d32f,LeftPreceding,High,,
Scene_scene_0103_006,SP_scene_0103_006_55f3a8913a78,RightPreceding,Medium,,
Scene_scene_0103_006,SP_scene_0103_006_64ef24bf63b2,RightPreceding,High,,
Scene_scene_0103_006,SP_scene_0103_006_0d827452bcd0,LeftPreceding,,,
Scene_scene_0103_006,SP_scene_0103_006_5d6135c27a78,RightPreceding,Medium,,
Scene_scene_0103_006,SP_scene_0103_006_0772ee9b5984,,Low,,
Scene_scene_0103_006,SP_scene_0103_006_5c5460263f17,LeftPreceding,Medium,,
Scene_scene_0103_006,SP_scene_0103_006_5b73f518f1da,,Low,,
Scene_scene_0103_006,SP_scene_0103_006_c15100cb5ff3,,,,
Scene_scene_0103_006,SP_scene_0103_006_517f5747c1cf,LeftPreceding,High,,
Scene_scene_0103_006,SP_scene_0103_006_49653850b174,RightPreceding,High,,
Scene_scene_0103_006,SP_scene_0103_006_ebf14fafa5e8,,,,
Scene_scene_1077_020,SP_scene_1077_020_93fe3fd142ce,RightFollowing,,,
Scene_scene_1077_020,SP_scene_1077_020_ec97173496ce,RightPreceding,High,,
Scene_scene_1077_020,SP_scene_1077_020_59e019332121,LeftPreceding,High,,
Scene_scene_1077_020,SP_scene_1077_020_0ec65792b816,RightFollowing,,,
Scene_scene_1077_020,SP_scene_1077_020_8f955c247ace,,,,
Scene_scene_1077_020,SP_scene_1077_020_73dcb5a0672c,,Medium,,
Scene_scene_1077_020,SP_scene_1077_020_c90b489bc587,RightAlongside,High,,
Scene_scene_1077_020,SP_scene_1077_020_43212d473c9e,,Medium,,
Scene_scene_1077_020,SP_scene_1077_020_185a61ddbdc9,RightFollowing,,,
Scene_scene_1077_020,SP_scene_1077_020_43a82aff7b30,RightPreceding,,,
Scene_scene_1077_020,SP_scene_1077_020_89f940e5bf4b,,,,
Scene_scene_1077_020,SP_scene_1077_020_22a938ccc653,,,,
Scene_scene_1077_020,SP_scene_1077_020_739fbc60dae6,,Medium,,
Scene_scene_1077_020,SP_scene_1077_020_e7cc84f8ae3e,Preceding,,,
Scene_scene_1077_020,SP_scene_1077_020_4cda7823b5ad,,,,
Scene_scene_1077_020,SP_scene_1077_020_fda3719e426a,,,,
Scene_scene_1077_020,SP_scene_1077_020_abd933a37ddb,,,,
Scene_scene_1077_020,SP_scene_1077_020_d17663e5ebb5,,Medium,,
Scene_scene_1077_020,SP_scene_1077_020_60b2bd201f2a,,,,
Scene_scene_0796_015,SP_scene_0796_015_6eae49dc9aad,RightPreceding,Medium,,
Scene_scene_0796_015,SP_scene_0796_015_a7b5c46565e2,RightFollowing,,,
Scene_scene_0796_015,SP_scene_0796_015_91edd001da08,LeftAlongside,Medium,,
Scene_scene_0796_015,SP_scene_0796_015_69a6fd33d80b,,,,
Scene_scene_0796_015,SP_scene_0796_015_ca91389dbeb8,RightFollowing,,,
Scene_scene_0796_015,SP_scene_0796_015_95177cc405b5,RightFollowing,Low,,
Scene_scene_0796_015,SP_scene_0796_015_fa548c9313a6,,Low,,
Scene_scene_0796_015,SP_scene_0796_015_b1facf72794a,,Medium,,
Scene_scene_0796_015,SP_scene_0796_015_1c2116845055,,,,
Scene_scene_0796_015,SP_scene_0796_015_652c90d845b5,,,,
Scene_scene_0796_015,SP_scene_0796_015_eea8322652d1,RightFollowing,,,
Scene_scene_0796_015,SP_scene_0796_015_0f866585b43b,Following,Low,,
Scene_scene_0796_015,SP_scene_0796_015_32261d6a76a2,RightPreceding,High,,
Scene_scene_0796_015,SP_scene_0796_015_097e8e03fd92,,,,
Scene_scene_0796_015,SP_scene_0796_015_a09382c17436,,,,
Scene_scene_0796_015,SP_scene_0796_015_1e32fe0dc465,RightPreceding,Medium,,
Scene_scene_0796_015,SP_scene_0796_015_b37d83cc7deb,RightPreceding,High,,
Scene_scene_0796_015,SP_scene_0796_015_9225c13399ec,RightFollowing,Low,,
Scene_scene_0796_015,SP_scene_0796_015_ddda6cb9ac81,LeftPreceding,High,,
Scene_scene_0796_015,SP_scene_0796_015_401101cc53da,RightFollowing,,,
Scene_scene_0796_015,SP_scene_0796_015_62579ce3ef49,LeftPreceding,High,,
Scene_scene_0061_017,SP_scene_0061_017_035869bca7b5,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_4aa4b1a9192f,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_808c89128898,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_df701fe99d92,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_59a3bd0e322c,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_60ede982d6fd,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_b094a9eaeb4d,RightPreceding,Medium,,
Scene_scene_0061_017,SP_scene_0061_017_dfe98331dfec,LeftPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_3e1bcf433064,RightAlongside,Low,,
Scene_scene_0061_017,SP_scene_0061_017_b18ef5484631,RightPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_c24383c6207c,LeftPreceding,Medium,,
Scene_scene_0061_017,SP_scene_0061_017_593240d567d7,RightPreceding,Medium,,
Scene_scene_0061_017,SP_scene_0061_017_34395a06521c,RightPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_a1d06441d023,LeftPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_6423b5d84e56,RightPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_55a7b16fe3c4,LeftPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_d04282337457,RightPreceding,Medium,,
Scene_scene_0061_017,SP_scene_0061_017_bc6e0c191c1b,RightPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_6e5c88268008,LeftPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_2cfbc6ba6205,RightPreceding,High,,
Scene_scene_0061_017,SP_scene_0061_017_886919722f7f,Following,,,
Scene_scene_0061_017,SP_scene_0061_017_82c7274214b1,,,,
Scene_scene_0061_017,SP_scene_0061_017_247cf534d9fd,,,,
Scene_scene_0061_017,SP_scene_0061_017_678f9bc7f2ed,LeftFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_0155babe4e90,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_2ced129735d3,Following,,,
Scene_scene_0061_017,SP_scene_0061_017_e547ba79fbb6,RightPreceding,,,
Scene_scene_0061_017,SP_scene_0061_017_52dd7ce362e5,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_5114b6b00cce,RightPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_9aeb302c7179,LeftFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_a82529a6ce61,RightPreceding,Medium,,
Scene_scene_0061_017,SP_scene_0061_017_ec77aa27ddef,LeftPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_37f069345db0,RightPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_7fb138a1a121,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_ed0b2b0ebd3e,RightPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_72a4cfc8e882,RightPreceding,High,,
Scene_scene_0061_017,SP_scene_0061_017_915313436d69,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_93c684978ca7,RightAlongside,Low,,
Scene_scene_0061_017,SP_scene_0061_017_f2ce9a61ad5b,RightPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_db6ee392c0c0,LeftPreceding,High,,
Scene_scene_0061_017,SP_scene_0061_017_582d5525495a,LeftFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_4d0958c42a43,RightPreceding,Medium,,
Scene_scene_0061_017,SP_scene_0061_017_572742e8723d,,,,
Scene_scene_0061_017,SP_scene_0061_017_e01ac1ea1fee,RightPreceding,Medium,,
Scene_scene_0061_017,SP_scene_0061_017_99f2d0ed801e,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_fdd211e8679e,RightPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_e190a0b77b99,RightAlongside,,,
Scene_scene_0061_017,SP_scene_0061_017_6f7b98189b81,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_33ca8d4fc700,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_5a9b36e646c8,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_6e461610fdfe,RightPreceding,Medium,,
Scene_scene_0061_017,SP_scene_0061_017_8fc56d27b132,,,,
Scene_scene_0061_017,SP_scene_0061_017_1bfe9e538a8e,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_5535e38310ac,RightPreceding,High,,
Scene_scene_0061_017,SP_scene_0061_017_fe1135472f8e,RightPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_de5eb7363668,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_6adeaf6b3f60,RightPreceding,Medium,,
Scene_scene_0061_017,SP_scene_0061_017_ce973219aa05,RightPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_46a193d07bab,RightPreceding,Medium,,
Scene_scene_0061_017,SP_scene_0061_017_2edfcc1ed243,LeftPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_4f84e8ba6c19,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_53e3b364b04e,RightPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_61c741fc85d6,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_8ec3759bcd04,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_efbb3aec0331,LeftPreceding,Medium,,
Scene_scene_0061_017,SP_scene_0061_017_dea838783ee9,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_8f5f75d6049b,RightPreceding,Medium,,
Scene_scene_0061_017,SP_scene_0061_017_3e1832b51362,LeftPreceding,Medium,,
Scene_scene_0061_017,SP_scene_0061_017_2c3fa18309de,,Low,,
Scene_scene_0061_017,SP_scene_0061_017_509a306518c1,RightPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_e83d330bdef6,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_77421a664224,RightPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_29cfe82d7f16,LeftPreceding,Medium,,
Scene_scene_0061_017,SP_scene_0061_017_a8b274ff5c04,LeftPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_ba2c6dc113d9,RightPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_c8d75fa5b14e,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_77c727a34d63,RightPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_4f91f0ebf747,LeftPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_a6c0f1171105,LeftPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_ad3a5d6da527,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_8ef129d9e843,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_7b2b6ed47e6d,LeftFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_1c6123fbed80,LeftFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_47734ad83bef,Preceding,Medium,,
Scene_scene_0061_017,SP_scene_0061_017_49b46070f22c,LeftFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_5a50b18f6108,RightAlongside,,,
Scene_scene_0061_017,SP_scene_0061_017_a320571f53dc,RightPreceding,Medium,,
Scene_scene_0061_017,SP_scene_0061_017_792ff2b11742,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_0e98cda623de,RightPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_473f432f63bc,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_3995dbc397f8,RightPreceding,Medium,,
Scene_scene_0061_017,SP_scene_0061_017_2e86b6d2fe88,RightPreceding,,,
Scene_scene_0061_017,SP_scene_0061_017_6346c07921e5,,,,
Scene_scene_0061_017,SP_scene_0061_017_e47846a67cf5,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_af914274ab22,RightPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_783e8a36b83e,RightPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_cfbf90ff60b3,LeftFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_a9ab6107abf1,LeftFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_08d3452af0e8,,,,
Scene_scene_0061_017,SP_scene_0061_017_d3a938a48e80,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_f1564f8d3335,Following,,,
Scene_scene_0061_017,SP_scene_0061_017_2fa2495f0ec3,RightPreceding,Medium,,
Scene_scene_0061_017,SP_scene_0061_017_419f2e209ec0,,,,
Scene_scene_0061_017,SP_scene_0061_017_39d7d4f32fca,LeftFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_53d04cffd35b,LeftPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_1c5356f014c9,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_2ec74f1a7c20,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_1abb4887afe7,LeftFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_61826acd1e7e,Following,,,
Scene_scene_0061_017,SP_scene_0061_017_14c38d78a035,Following,,,
Scene_scene_0061_017,SP_scene_0061_017_2ee9c81d47a2,RightPreceding,High,,
Scene_scene_0061_017,SP_scene_0061_017_fd993c189d1e,RightPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_e21ac661ea9a,LeftPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_e034b1322006,,,,
Scene_scene_0061_017,SP_scene_0061_017_740a9bcdbe30,RightPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_87659b488378,LeftFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_bcca8fda1e2b,RightPreceding,Medium,,
Scene_scene_0061_017,SP_scene_0061_017_243d55d5d952,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_01ed64e2c0dd,LeftPreceding,Medium,,
Scene_scene_0061_017,SP_scene_0061_017_624b5e4f835f,LeftPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_6a58fc9959e6,RightPreceding,High,,
Scene_scene_0061_017,SP_scene_0061_017_6c391d894d28,Preceding,Medium,,
Scene_scene_0061_017,SP_scene_0061_017_5ffa2bf3f210,RightPreceding,Medium,,
Scene_scene_0061_017,SP_scene_0061_017_fc59bb41b774,RightPreceding,Medium,,
Scene_scene_0061_017,SP_scene_0061_017_784ff00d9b3d,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_0c510d227720,RightPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_b180c73daa1f,RightPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_39a431c3c508,,,,
Scene_scene_0061_017,SP_scene_0061_017_7d1e9c89197c,RightPreceding,Medium,,
Scene_scene_0061_017,SP_scene_0061_017_477d62edbb7c,RightAlongside,Low,,
Scene_scene_0061_017,SP_scene_0061_017_7d67d26af28d,LeftPreceding,Medium,,
Scene_scene_0061_017,SP_scene_0061_017_180558f263a0,RightPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_bb56cda1cce5,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_47aeb030682b,Preceding,Medium,,
Scene_scene_0061_017,SP_scene_0061_017_53808f599339,RightAlongside,Low,,
Scene_scene_0061_017,SP_scene_0061_017_bb07254f8f45,Preceding,Medium,,
Scene_scene_0061_017,SP_scene_0061_017_ce3215349918,RightPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_ade706795a62,RightPreceding,Medium,,
Scene_scene_0061_017,SP_scene_0061_017_a73577bbdcfe,RightPreceding,High,,
Scene_scene_0061_017,SP_scene_0061_017_a2b07967ffad,LeftPreceding,,,
Scene_scene_0061_017,SP_scene_0061_017_1e3c025c8eeb,RightAlongside,Low,,
Scene_scene_0061_017,SP_scene_0061_017_40baf8a4cbc9,RightAlongside,,,
Scene_scene_0061_017,SP_scene_0061_017_c8044bb031d9,RightFollowing,,,
Scene_scene_0061_017,SP_scene_0061_017_ec366b341c11,RightAlongside,Low,,
Scene_scene_0061_017,SP_scene_0061_017_1c0a430db35f,LeftPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_44c44301df23,RightPreceding,Low,,
Scene_scene_0061_017,SP_scene_0061_017_f0d546a10efd,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_035869bca7b5,RightAlongside,Low,,
Scene_scene_0061_016,SP_scene_0061_016_4aa4b1a9192f,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_808c89128898,RightAlongside,Low,,
Scene_scene_0061_016,SP_scene_0061_016_df701fe99d92,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_59a3bd0e322c,RightAlongside,Low,,
Scene_scene_0061_016,SP_scene_0061_016_60ede982d6fd,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_b094a9eaeb4d,RightPreceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_dfe98331dfec,LeftPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_3e1bcf433064,RightPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_b18ef5484631,RightPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_c24383c6207c,LeftPreceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_593240d567d7,RightPreceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_34395a06521c,RightPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_a1d06441d023,LeftPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_6423b5d84e56,RightPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_55a7b16fe3c4,LeftPreceding,,,
Scene_scene_0061_016,SP_scene_0061_016_d04282337457,RightPreceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_bc6e0c191c1b,RightPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_6e5c88268008,LeftPreceding,,,
Scene_scene_0061_016,SP_scene_0061_016_2cfbc6ba6205,RightPreceding,High,,
Scene_scene_0061_016,SP_scene_0061_016_886919722f7f,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_82c7274214b1,,,,
Scene_scene_0061_016,SP_scene_0061_016_247cf534d9fd,,,,
Scene_scene_0061_016,SP_scene_0061_016_678f9bc7f2ed,LeftFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_0155babe4e90,RightFollowing,Low,,
Scene_scene_0061_016,SP_scene_0061_016_2ced129735d3,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_e547ba79fbb6,RightPreceding,,,
Scene_scene_0061_016,SP_scene_0061_016_52dd7ce362e5,RightAlongside,Low,,
Scene_scene_0061_016,SP_scene_0061_016_5114b6b00cce,RightPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_9aeb302c7179,LeftFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_a82529a6ce61,RightPreceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_ec77aa27ddef,LeftPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_37f069345db0,RightPreceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_7fb138a1a121,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_ed0b2b0ebd3e,RightPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_72a4cfc8e882,RightPreceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_915313436d69,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_93c684978ca7,RightPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_f2ce9a61ad5b,RightPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_db6ee392c0c0,LeftPreceding,High,,
Scene_scene_0061_016,SP_scene_0061_016_582d5525495a,LeftFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_4d0958c42a43,RightPreceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_e01ac1ea1fee,Preceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_99f2d0ed801e,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_fdd211e8679e,RightPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_6f7b98189b81,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_33ca8d4fc700,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_5a9b36e646c8,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_6e461610fdfe,RightPreceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_8fc56d27b132,,,,
Scene_scene_0061_016,SP_scene_0061_016_1bfe9e538a8e,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_5535e38310ac,RightPreceding,High,,
Scene_scene_0061_016,SP_scene_0061_016_fe1135472f8e,RightPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_de5eb7363668,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_6adeaf6b3f60,RightPreceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_ce973219aa05,RightPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_46a193d07bab,Preceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_2edfcc1ed243,LeftPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_4f84e8ba6c19,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_53e3b364b04e,RightPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_61c741fc85d6,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_8ec3759bcd04,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_efbb3aec0331,LeftPreceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_dea838783ee9,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_8f5f75d6049b,RightPreceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_3e1832b51362,LeftPreceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_2c3fa18309de,,Low,,
Scene_scene_0061_016,SP_scene_0061_016_509a306518c1,RightPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_e83d330bdef6,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_77421a664224,RightPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_29cfe82d7f16,LeftPreceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_a8b274ff5c04,,,,
Scene_scene_0061_016,SP_scene_0061_016_ba2c6dc113d9,RightPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_c8d75fa5b14e,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_77c727a34d63,RightPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_4f91f0ebf747,LeftPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_a6c0f1171105,LeftPreceding,,,
Scene_scene_0061_016,SP_scene_0061_016_ad3a5d6da527,RightAlongside,Low,,
Scene_scene_0061_016,SP_scene_0061_016_8ef129d9e843,RightAlongside,Low,,
Scene_scene_0061_016,SP_scene_0061_016_7b2b6ed47e6d,LeftFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_1c6123fbed80,Following,,,
Scene_scene_0061_016,SP_scene_0061_016_47734ad83bef,LeftPreceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_49b46070f22c,Following,,,
Scene_scene_0061_016,SP_scene_0061_016_5a50b18f6108,RightPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_a320571f53dc,RightPreceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_792ff2b11742,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_0e98cda623de,RightPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_473f432f63bc,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_3995dbc397f8,RightPreceding,High,,
Scene_scene_0061_016,SP_scene_0061_016_2e86b6d2fe88,RightPreceding,,,
Scene_scene_0061_016,SP_scene_0061_016_6346c07921e5,,,,
Scene_scene_0061_016,SP_scene_0061_016_e47846a67cf5,RightAlongside,Low,,
Scene_scene_0061_016,SP_scene_0061_016_af914274ab22,RightPreceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_783e8a36b83e,RightPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_cfbf90ff60b3,LeftFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_a9ab6107abf1,LeftFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_08d3452af0e8,,,,
Scene_scene_0061_016,SP_scene_0061_016_d3a938a48e80,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_f1564f8d3335,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_2fa2495f0ec3,RightPreceding,Medium,,
